,"Bollinger bands, mean",Accumulation/Distribution,"Bollinger bands, lower band",MA Exponential,"Envelopes, fist number",Index performance,"MA Convergence/Divergence, first number",Momentum,"Price Channels, first number",Parabolic SAR,SALDO,CHANGE_MONEY,CHANGE_GOV_REMAINS_BR,MOVING_DEBT,CHANGE_BANKS_DEBT,CHANGE_BANKS_REPO_DEBT,MINFIN_FORCURR_OPERATIONS,BR_REG_RESERVES,BR_NETTO,MOSPRIME_ONE_DAY,MOSPRIME_ONE_WEEK,MOSPRIME_TWO_WEEKS,MOSPRIME_ONE_MONTH,MEAN_REPO_KSU_DAY,MEAN_REPO_KSU_WEEK,ROISFIX_ONE_WEEK,ROISFIX_TWO_WEEKS,ROISFIX_ONE_MONTH,MEAN_RTSI,RUONIA,RUREPO_ON,RUREPO_WEEK,RUREPO_TWO_WEEKS,RUREPO_MONTH,GOV_REPO_RATE,MEAN_BANK_RATES,WAP,VALUE,NUMTRADES,MEAN_PARAMS
2018-02-05,6.683,-2132150000000.0,6.683,6.47101,6.683,-21.3869,-0.08982956666666665,-1.09,6.565,8.0,727.8,10.7,122.4,0.0,0.0,0.0,15.1,0.0,-209.0,7.5,7.53,7.55,7.61,7.145,7.26,7.2,7.15,7.11,1263.54,7.19,7.78,7.86,7.94,8.07,7.75,6.54,6.96,40188544445,230,6.709999999999999
2018-02-06,6.702999999999999,-2136730000000.0,6.702999999999999,6.576810000000001,6.702999999999999,-3.86638,-0.05888386666666666,0.0,6.565,7.95,941.4,-1.0,124.7,21.8,0.0,0.0,15.2,0.0,-140.1,7.53,7.53,7.56,7.61,7.215,7.265,7.18,7.14,7.09,1232.7425,7.23,7.76,7.88,7.96,8.09,7.75,6.54,7.22,47720706000,257,6.54
2018-02-07,6.718,-2155150000000.0,6.718,6.6814399999999985,6.718,-0.432355,-0.0291461,0.55,6.565,7.901,594.1,-22.9,24.9,-35.6,-90.0,0.2,15.3,0.0,404.8,7.49,7.53,7.55,7.59,7.119999999999999,7.1549999999999985,7.18,7.14,7.09,1246.1025,7.07,7.74,7.82,7.92,7.98,7.75,6.54,7.1,50391896000,287,7.075
2018-02-08,6.7235000000000005,-2190540000000.0,6.7235000000000005,6.70516,6.7235,-5.01703,-0.020406866666666672,0.5,6.565,7.85298,192.6,-49.3,94.8,0.0,0.0,0.0,15.7,0.0,13.7,7.46,7.48,7.49,7.54,7.135,7.13,7.18,7.14,7.08,1220.7675,7.06,7.72,7.73,7.8,7.89,7.75,6.54,7.12,49558035000,273,7.1525
2018-02-09,6.7235000000000005,-2190540000000.0,6.7235000000000005,6.70516,6.7235,-5.01703,-0.020406866666666672,0.5,6.565,7.85298,171.6,-40.5,192.8,0.0,110.0,-0.2,16.0,0.0,-77.0,7.44,7.43,7.47,7.52,7.08,7.135,7.16,7.12,7.06,1188.535,6.99,7.72,7.7,7.79,7.88,7.75,6.54,7.08,46110524141,257,6.9775
2018-02-12,6.644000000000001,-2298270000000.0,6.644000000000001,6.5313,6.644,-17.7739,-0.058396866666666665,-0.75,6.565,7.7598,255.9,-5.4,82.2,0.0,0.0,0.0,15.8,0.0,21.3,7.21,7.32,7.34,7.4,7.0,7.035,7.08,7.05,7.01,1200.6125,6.78,7.55,7.61,7.72,7.8,7.5,6.456666666666668,7.0,54017415000,248,6.775
2018-02-13,6.6565,-2318670000000.0,6.6565,6.65504,6.6565,1.7366,-0.024630666666666662,0.65,6.565,7.71461,231.7,-22.3,-2.1,14.9,0.0,0.0,15.7,0.0,35.6,7.18,7.29,7.32,7.36,6.96,7.0299999999999985,7.01,7.01,6.98,1219.22,6.83,7.49,7.58,7.68,7.76,7.5,6.456666666666668,6.96,53716347000,194,6.51
2018-02-14,6.689,-2360720000000.0,6.689,6.72403,6.689,-1.6096700000000002,-0.005426513333333331,0.5,6.5,7.6703100000000015,-82.7,-31.1,-213.1,-47.6,5.5,0.0,15.7,-0.2,-238.9,7.26,7.32,7.32,7.35,7.2200000000000015,7.125,6.96,6.96,6.94,1234.8849999999998,6.96,7.55,7.6,7.69,7.76,7.5,6.456666666666668,7.16,52784164000,212,7.14
2018-02-15,6.6895,-2416960000000.0,6.6895,6.7992300000000006,6.6895,-3.59011,0.014513066666666663,0.53,6.5,7.62691,158.7,-41.7,-60.3,0.0,0.0,0.0,15.7,-1.3,19.0,7.31,7.35,7.34,7.36,7.314999999999999,7.19,6.95,6.94,6.94,1263.22,7.08,7.54,7.6,7.7,7.76,7.5,6.456666666666668,7.28,43106312000,218,7.1425
2018-02-16,6.6895,-2416960000000.0,6.6895,6.7992300000000006,6.6895,-3.59011,0.014513066666666663,0.53,6.5,7.62691,139.9,-29.1,107.3,-2.1,6.0,0.0,15.5,1.4,-19.0,7.39,7.38,7.38,7.4,7.355,7.325,6.98,6.98,6.96,1265.1325000000004,7.21,7.6,7.66,7.72,7.78,7.5,6.456666666666668,7.36,56239609000,275,7.25
2018-02-19,6.69,-2539550000000.0,6.69,6.7835,6.69,-13.4264,0.011077133333333334,-0.51,6.75,7.542680000000002,159.0,22.3,65.8,-0.5,0.0,0.0,0.0,-0.1,-9.6,7.46,7.43,7.43,7.42,7.37,7.38,7.0,6.99,6.97,1260.5325,7.28,7.65,7.69,7.75,7.81,7.5,6.456666666666668,7.36,54464443000,245,7.2075
2018-02-20,6.71,-2570690000000.0,6.71,6.7668,6.71,-11.9447,0.007046400000000001,0.6,6.75,7.50183,168.7,8.7,95.4,21.3,0.0,0.0,31.4,0.0,11.8,7.51,7.48,7.47,7.42,7.29,7.26,7.03,7.02,6.99,1261.0325,7.28,7.65,7.69,7.75,7.81,7.5,6.456666666666668,7.25,69780141000,291,6.9875
2018-02-21,6.7055,-2608210000000.0,6.7055,6.85544,6.7055,-2.13537,0.028929585666666664,1.21,6.75,5.5,1018.1,-3.8,-37.6,-49.1,-19.4,0.0,15.8,0.0,714.0,7.53,7.52,7.48,7.44,7.155,7.24,7.05,7.02,7.0,1276.5500000000004,7.29,7.65,7.69,7.75,7.81,7.5,6.456666666666668,7.16,60339491000,257,6.989999999999999
2018-02-22,6.7055,-2608210000000.0,6.7055,6.85544,6.7055,-2.13537,0.028929585666666664,1.21,6.75,5.5,114.8,-5.3,62.1,-0.8,0.0,150.0,15.7,0.0,-22.5,7.52,7.53,7.48,7.45,7.23,7.26,7.08,7.05,7.02,1291.865,7.23,7.65,7.69,7.75,7.81,7.5,6.456666666666668,7.23,53151449000,182,7.2925
2018-02-26,6.7155,-2730250000000.0,6.7155,6.79548,6.7155000000000005,-14.9905,0.01211965333333333,-0.7,6.75,5.5792,329.4,64.5,-708.5,0.0,0.0,-50.1,15.7,0.0,246.1,7.56,7.58,7.51,7.48,7.31,7.295,7.12,7.08,7.03,1321.8375,7.3,7.61,7.67,7.73,7.79,7.5,6.456666666666668,7.3,61576300000,221,7.2125
2018-02-27,6.752999999999999,-2719680000000.0,6.752999999999999,6.88639,6.752999999999999,-0.263845,0.03387853333333333,0.45,7.0,5.61762,84.0,34.1,190.0,23.0,0.0,99.8,15.5,0.0,-72.7,7.56,7.59,7.54,7.53,7.35,7.3450000000000015,7.18,7.17,7.11,1321.76,7.45,7.59,7.67,7.75,7.82,7.5,6.456666666666668,7.35,64882758000,262,6.925000000000001
2018-02-28,6.767,-2785560000000.0,6.767,6.879110000000002,6.767,-6.33944,0.03070773333333333,0.35,7.0,5.69691,291.9,7.5,-329.1,-49.8,-55.9,-198.5,15.7,0.0,-130.4,7.61,7.62,7.56,7.56,7.41,7.38,7.19,7.19,7.13,1297.14,7.5,7.62,7.68,7.76,7.83,7.5,6.456666666666668,7.39,65498153519,228,7.25
2018-03-01,6.767,-2852460000000.0,6.767,6.80329,6.767,-13.5705,0.010630636666666669,0.5,7.0,5.77303,158.1,-22.2,195.9,0.0,0.0,98.5,15.9,0.0,29.7,7.63,7.63,7.58,7.54,7.375,7.38,7.22,7.21,7.13,1275.6675,7.5,7.63,7.69,7.77,7.84,7.5,6.456666666666668,7.38,65880295481,257,7.112500000000001
